# epsilon=0.01, omega1=1, omega2=1.6180339887498949
theta1,theta2,phi1,phi2,I1,I2,u1,u2,v1,v2,E1,E2,E3,E4,H
0.098174770424681035,1.5707963267948966,0.12200817939366329,1.541250644551418,0.99189879929649372,1.6160762661893433,0.023833408968982252,-0.029545682243478526,-0.0081012007035062665,-0.0019577225605515872,1.6609977282477928e-16,0,-2.9143354396410359e-16,2.8449465006019636e-16,1.8095136828853919
0.098174770424681035,1.6689710972195777,0.12211317573281795,1.6393154477977134,0.99027484047054415,1.6182799447295546,0.023938405308136918,-0.029655649421864352,-0.0097251595294558391,0.00024595597965977253,5.1976652148955083e-16,-2.2204460492503131e-16,-1.0061396160665481e-16,6.2450045135165055e-17,1.8095136828853919
0.098174770424681035,1.7671458676442586,0.12197772628316465,1.7376663243715704,0.98864369975586996,1.6204872966832382,0.023802955858483622,-0.029479543272688261,-0.011356300244129997,0.0024533079333432244,-3.3827107781547738e-17,4.4408920985006262e-16,-2.1857515797307769e-16,2.2204460492503131e-16,1.8095136828853919
0.098174770424681035,1.8653206380689396,0.12160325165324853,1.8363017723213226,0.98702120990868203,1.6226768779424701,0.023428481228567492,-0.029018865747616938,-0.012978790091317997,0.0046428891925752681,7.5286998857393428e-16,-4.4408920985006262e-16,-1.214306433183765e-16,1.2490009027033011e-16,1.8095136828853917
0.098174770424681035,1.9634954084936207,0.12099348324822008,1.9352175195698977,0.985423309439316,1.6248271500713047,0.022818712823539044,-0.028277888923722957,-0.01457669056068399,0.0067931613214098083,2.4286128663675299e-17,4.4408920985006262e-16,-4.3715031594615539e-16,2.7061686225238191e-16,1.8095136828853919
0.098174770424681035,2.0616701789183018,0.12015442252807909,2.0344065590704381,0.98386587724734065,1.6269167045039166,0.02197965210339806,-0.027263619847863827,-0.016134122752659345,0.0088827157540216917,4.2674197509029455e-16,-2.2204460492503131e-16,-3.4694469519536142e-17,1.1796119636642288e-16,1.8095136828853919
0.098174770424681035,2.1598449493429825,0.11909427872912542,2.1338592115785526,0.9823645609545022,1.6289244952080904,0.02091950830444439,-0.025985737764430125,-0.017635439045497837,0.010890506458195523,-2.8102520310824275e-16,4.4408920985006262e-16,-2.9837243786801082e-16,1.5959455978986625e-16,1.8095136828853919
0.098174770424681035,2.2580197197676637,0.11782338578289521,2.2335632155868206,0.98093460129064469,1.6308300766015429,0.019648615358214178,-0.0244565041808429,-0.019065398709355273,0.01279608785164801,4.2674197509029455e-16,-4.4408920985006262e-16,-2.9143354396410359e-16,2.3245294578089215e-16,1.8095136828853917
0.098174770424681035,2.3561944901923448,0.11635409929729214,2.333503843674078,0.97959065516745758,1.6326138431075525,0.0181793288726111,-0.022690646518266695,-0.020409344832542406,0.014579854357657702,3.4694469519536142e-18,2.2204460492503131e-16,-3.2265856653168612e-16,2.5673907444456745e-16,1.8095136828853917
0.098174770424681035,2.454369260617026,0.11470067459543656,2.4336640442304271,0.9783466202964376,1.6342572664160266,0.016525904170755532,-0.020705216386598668,-0.021653379703562393,0.016223277666131714,4.8225312632155237e-16,-2.2204460492503131e-16,-3.5041414214731503e-16,1.1796119636642288e-16,1.8095136828853919
0.098174770424681035,2.5525440310417071,0.1128791269452645,2.5340246072292807,0.97721546436005502,1.6357431262927347,0.014704356520583467,-0.018519423812426467,-0.022784535639944942,0.017709137542839867,-3.1918911957973251e-16,4.4408920985006262e-16,-3.1918911957973251e-16,1.0408340855860843e-16,1.8095136828853917
0.098174770424681035,2.6507188014663878,0.11090707526006045,2.6345643524321747,0.97620906181960043,1.6370557306667992,0.01273230483537942,-0.016154449034213252,-0.02379093818039953,0.019021741916904353,5.4123372450476381e-16,-4.4408920985006262e-16,-5.2215176626901894e-16,1.4224732503009818e-16,1.8095136828853919
0.098174770424681035,2.748893571891069,0.1088035707061419,2.7352603381346197,0.97533804143254366,1.63818112073518,0.010628800281460861,-0.013633233756449181,-0.024661958567456396,0.020147131985285047,-3.1918911957973251e-16,2.2204460492503131e-16,-3.660266534311063e-16,2.1857515797307769e-16,1.8095136828853922
